"","ensembl_gene_id","external_gene_name","Gene_name_canonical","graph_localization_annotation","num_human","num"
"1986","ENSMUSG00000028164","Manba","MANBA","lysosome",1,2
"1987","ENSMUSG00000028165","Cisd2","CISD2","ER",1,1
"1988","ENSMUSG00000028173","Wls","WLS","early_endosome",1,1
"1989","ENSMUSG00000028179","Cth","CTH","cytosol",1,1
"1990","ENSMUSG00000028180","Zranb2","ZRANB2","cytosol",1,1
"1991","ENSMUSG00000028191","Bcl10","BCL10","cytosol",1,1
"1992","ENSMUSG00000028199","Cryz","CRYZ","mitochondrion",1,1
"1993","ENSMUSG00000028207","Asph","ASPH","ER",1,2
"1994","ENSMUSG00000028221","Pip4p2","PIP4P2","lysosome",1,1
"1995","ENSMUSG00000028223","Decr1","DECR1","mitochondrion",1,1
"1996","ENSMUSG00000028224","Nbn","NBN","nucleus",1,1
"1997","ENSMUSG00000028228","Cpne3","CPNE3","cytosol",1,1
"1998","ENSMUSG00000028229","Rmdn1","RMDN1","mitochondrion",1,1
"1999","ENSMUSG00000028232","Tmem68","TMEM68","ER",1,1
"2000","ENSMUSG00000028233","Tgs1","TGS1","cytosol",1,1
"2001","ENSMUSG00000028234","Rps20","RPS20","stress_granule",1,1
"2002","ENSMUSG00000028248","Pnisr","PNISR","unclassified",1,1
"2003","ENSMUSG00000028249","Sdcbp","SDCBP","lysosome",1,2
"2004","ENSMUSG00000028271","Gtf2b","GTF2B","unclassified",1,1
"2005","ENSMUSG00000028273","Pdlim5","PDLIM5","cytosol",1,1
"2006","ENSMUSG00000028274","Rngtt","RNGTT","nucleus",1,1
"2007","ENSMUSG00000028277","Ube2j1","UBE2J1","ER",1,1
"2008","ENSMUSG00000028284","Map3k7","MAP3K7","cytosol",1,1
"2009","ENSMUSG00000028293","Slc35a1","SLC35A1","Golgi",1,1
"2010","ENSMUSG00000028309","Rnf20","RNF20","unclassified",1,1
"2011","ENSMUSG00000028312","Smc2","SMC2","unclassified",1,1
"2012","ENSMUSG00000028318","Polr1e","POLR1E","nucleolus",1,1
"2013","ENSMUSG00000028322","Exosc3","EXOSC3","nucleus",1,1
"2014","ENSMUSG00000028328","Tmod1","TMOD1","actin_cytoskeleton",1,1
"2015","ENSMUSG00000028330","Ncbp1","NCBP1","nucleus",1,1
"2016","ENSMUSG00000028333","Anp32b","ANP32B","cytosol",1,1
"2017","ENSMUSG00000028334","Nans","NANS","cytosol",1,1
"2018","ENSMUSG00000028337","Coro2a","CORO2A","actin_cytoskeleton",1,2
"2019","ENSMUSG00000028343","Erp44","ERP44","ERGIC",1,1
"2020","ENSMUSG00000028345","Tex10","TEX10","nucleus",1,1
"2021","ENSMUSG00000028382","Ptbp3","PTBP3","nucleus",1,2
"2022","ENSMUSG00000028385","Snx30","SNX30","trans-Golgi",1,1
"2023","ENSMUSG00000028394","Pole3","POLE3","unclassified",1,1
"2024","ENSMUSG00000028397","Kdm4c","KDM4C","unclassified",1,1
"2025","ENSMUSG00000028405","Aco1","ACO1","cytosol",1,1
"2026","ENSMUSG00000028409","Smu1","SMU1","nucleus",1,1
"2027","ENSMUSG00000028410","Dnaja1","DNAJA1","unclassified",1,1
"2028","ENSMUSG00000028413","B4galt1","B4GALT1","Golgi",1,1
"2029","ENSMUSG00000028416","Bag1","BAG1","proteasome",1,1
"2030","ENSMUSG00000028419","Chmp5","CHMP5","cytosol",1,1
"2031","ENSMUSG00000028420","Tmem38b","TMEM38B","ER",1,1
"2032","ENSMUSG00000028423","Nfx1","NFX1","nucleus",1,1
"2033","ENSMUSG00000028426","Rad23b","RAD23B","proteasome",1,1
"2034","ENSMUSG00000028430","Nol6","NOL6","nucleolus",1,1
"2035","ENSMUSG00000028431","Elp1","ELP1","cytosol",1,1
"2036","ENSMUSG00000028433","Ubap2","UBAP2","stress_granule",1,1
"2037","ENSMUSG00000028437","Ubap1","UBAP1","cytosol",1,1
"2038","ENSMUSG00000028439","Fam219a","FAM219A","trans-Golgi",1,1
"2039","ENSMUSG00000028447","Dctn3","DCTN3","cytosol",1,1
"2040","ENSMUSG00000028452","Vcp","VCP","unclassified",1,1
"2041","ENSMUSG00000028465","Tln1","TLN1","cytosol",1,1
"2042","ENSMUSG00000028478","Clta","CLTA","early_endosome",1,1
"2043","ENSMUSG00000028479","Gne","GNE","cytosol",1,1
"2044","ENSMUSG00000028484","Psip1","PSIP1","nucleus",1,2
"2045","ENSMUSG00000028494","Plin2","PLIN2","cytosol",1,1
"2046","ENSMUSG00000028514","Usp24","USP24","cytosol",1,2
"2047","ENSMUSG00000028527","Ak4","AK4","mitochondrion",1,1
"2048","ENSMUSG00000028530","Jak1","JAK1","plasma_membrane",1,1
"2049","ENSMUSG00000028540","Dph2","DPH2","cytosol",1,1
"2050","ENSMUSG00000028552","Eps15","EPS15","actin_cytoskeleton",1,2
"2051","ENSMUSG00000028556","Dock7","DOCK7","ER",1,2
"2052","ENSMUSG00000028559","Osbpl9","OSBPL9","trans-Golgi",1,2
"2053","ENSMUSG00000028567","Txndc12","TXNDC12","ER",1,1
"2054","ENSMUSG00000028572","Hook1","HOOK1","unclassified",1,1
"2055","ENSMUSG00000028577","Plaa","PLAA","unclassified",1,1
"2056","ENSMUSG00000028580","Pum1","PUM1","stress_granule",1,2
"2057","ENSMUSG00000028582","Cc2d1b","CC2D1B","cytosol",1,2
"2058","ENSMUSG00000028587","Orc1","ORC1","nucleus",1,1
"2059","ENSMUSG00000028603","Scp2","SCP2","peroxisome",1,1
"2060","ENSMUSG00000028609","Magoh","MAGOH","nucleus",1,1
"2061","ENSMUSG00000028614","Ndc1","NDC1","ER",1,1
"2062","ENSMUSG00000028618","Tmem59","TMEM59","trans-Golgi",1,1
"2063","ENSMUSG00000028622","Mrpl37","MRPL37","mitochondrion",1,1
"2064","ENSMUSG00000028639","Ybx1","YBX1","stress_granule",1,1
"2065","ENSMUSG00000028641","P3h1","P3H1","ER",1,2
"2066","ENSMUSG00000028645","Slc2a1","SLC2A1","plasma_membrane",1,1
"2067","ENSMUSG00000028646","Rragc","RRAGC","lysosome",1,1
"2068","ENSMUSG00000028647","Mycbp","MYCBP","nucleus",1,2
"2069","ENSMUSG00000028649","Macf1","MACF1","plasma_membrane",1,8
"2070","ENSMUSG00000028651","Ppie","PPIE","nucleus",1,1
"2071","ENSMUSG00000028656","Cap1","CAP1","actin_cytoskeleton",1,2
"2072","ENSMUSG00000028657","Ppt1","PPT1","lysosome",1,1
"2073","ENSMUSG00000028668","Eloa","ELOA","nucleolus",1,1
"2074","ENSMUSG00000028671","Gale","GALE","cytosol",1,1
"2075","ENSMUSG00000028672","Hmgcl","HMGCL","mitochondrion",1,1
"2076","ENSMUSG00000028676","Srsf10","SRSF10","nucleus",1,1
"2077","ENSMUSG00000028677","Rnf220","RNF220","nucleus",1,1
"2078","ENSMUSG00000028678","Kif2c","KIF2C","nucleus",1,1
"2079","ENSMUSG00000028683","Eif2b3","EIF2B3","unclassified",1,1
"2080","ENSMUSG00000028691","Prdx1","PRDX1","cytosol",1,1
"2081","ENSMUSG00000028692","Akr1a1","AKR1A1","cytosol",1,1
"2082","ENSMUSG00000028693","Nasp","NASP","cytosol",1,4
"2083","ENSMUSG00000028703","Lrrc41","LRRC41","nucleus",1,1
"2084","ENSMUSG00000028708","Mknk1","MKNK1","cytosol",1,1
"2085","ENSMUSG00000028719","Cmpk1","CMPK1","cytosol",1,2
"2086","ENSMUSG00000028729","Ebna1bp2","EBNA1BP2","nucleolus",1,1
"2087","ENSMUSG00000028741","Mrto4","MRTO4","nucleus",1,1
"2088","ENSMUSG00000028745","Capzb","CAPZB","actin_cytoskeleton",1,1
"2089","ENSMUSG00000028757","Ddost","DDOST","ER",1,1
"2090","ENSMUSG00000028759","Hp1bp3","HP1BP3","nucleus",1,1
"2091","ENSMUSG00000028760","Eif4g3","EIF4G3","stress_granule",1,2
"2092","ENSMUSG00000028771","Ptpn12","PTPN12","nucleus",1,1
"2093","ENSMUSG00000028772","Zcchc17","ZCCHC17","nucleus",1,1
"2094","ENSMUSG00000028779","Pef1","PEF1","cytosol",1,1
"2095","ENSMUSG00000028790","Khdrbs1","KHDRBS1","nucleus",1,1
"2096","ENSMUSG00000028792","Ak2","AK2","mitochondrion",1,1
"2097","ENSMUSG00000028796","Phc2","PHC2","nucleus",1,1
"2098","ENSMUSG00000028798","Eif3i","EIF3I","stress_granule",1,1
"2099","ENSMUSG00000028800","Hdac1","HDAC1","nucleus",1,1
"2100","ENSMUSG00000028809","Srrm1","SRRM1","nucleus",1,1
"2101","ENSMUSG00000028811","Yars","YARS1","cytosol",1,1
"2102","ENSMUSG00000028820","Sfpq","SFPQ","nucleus",1,1
"2103","ENSMUSG00000028826","Maco1","MACO1","ER",1,1
"2104","ENSMUSG00000028833","Ncdn","NCDN","cytosol",1,2
"2105","ENSMUSG00000028837","Psmb2","PSMB2","proteasome",1,1
"2106","ENSMUSG00000028843","Sh3bgrl3","SH3BGRL3","cytosol",1,1
"2107","ENSMUSG00000028847","Trappc3","TRAPPC3","trans-Golgi",1,1
"2108","ENSMUSG00000028849","Map7d1","MAP7D1","unclassified",1,1
"2109","ENSMUSG00000028851","Nudc","NUDC","cytosol",1,1
"2110","ENSMUSG00000028857","Tmem222","TMEM222","plasma_membrane",1,1
"2111","ENSMUSG00000028868","Wasf2","WASF2","actin_cytoskeleton",1,1
"2112","ENSMUSG00000028869","Gnl2","GNL2","nucleolus",1,1
"2113","ENSMUSG00000028873","Cdca8","CDCA8","nucleus",1,1
"2114","ENSMUSG00000028878","Fam76a","FAM76A","nucleus",1,1
"2115","ENSMUSG00000028879","Stx12","STX12","recycling_endosome",1,1
"2116","ENSMUSG00000028882","Ppp1r8","PPP1R8","nucleus",1,1
"2117","ENSMUSG00000028884","Rpa2","RPA2","ER",1,1
"2118","ENSMUSG00000028885","Smpdl3b","SMPDL3B","plasma_membrane",1,1
"2119","ENSMUSG00000028886","Eya3","EYA3","cytosol",1,2
"2120","ENSMUSG00000028894","Inpp5b","INPP5B","cytosol",1,1
"2121","ENSMUSG00000028896","Rcc1","RCC1","nucleus",1,2
"2122","ENSMUSG00000028898","Trnau1ap","TRNAU1AP","cytosol",1,1
"2123","ENSMUSG00000028902","Sf3a3","SF3A3","nucleus",1,1
"2124","ENSMUSG00000028906","Epb41","EPB41","actin_cytoskeleton",1,4
"2125","ENSMUSG00000028907","Utp11","UTP11","nucleolus",1,1
"2126","ENSMUSG00000028910","Mecr","MECR","mitochondrion",1,1
"2127","ENSMUSG00000028911","Srsf4","SRSF4","nucleus",1,1
"2128","ENSMUSG00000028914","Casp9","CASP9","cytosol",1,1
"2129","ENSMUSG00000028917","Plekhm2","PLEKHM2","early_endosome",1,1
"2130","ENSMUSG00000028923","Necap2","NECAP2","plasma_membrane",1,1
"2131","ENSMUSG00000028931","Kcnab2","KCNAB2","unclassified",1,2
"2132","ENSMUSG00000028932","Psmc2","PSMC2","proteasome",1,2
"2133","ENSMUSG00000028936","Rpl22","RPL22","translation",1,1
"2134","ENSMUSG00000028937","Acot7","ACOT7","cytosol",1,2
"2135","ENSMUSG00000028944","Prkag2","PRKAG2","cytosol",1,1
"2136","ENSMUSG00000028945","Rheb","RHEB","cytosol",1,1
"2137","ENSMUSG00000028948","Nol9","NOL9","nucleus",1,1
"2138","ENSMUSG00000028953","Abcf2","ABCF2","translation",1,1
"2139","ENSMUSG00000028954","Nub1","NUB1","proteasome",1,2
"2140","ENSMUSG00000028960","Ube4b","UBE4B","cytosol",1,2
"2141","ENSMUSG00000028961","Pgd","PGD","cytosol",1,1
"2142","ENSMUSG00000028964","Park7","PARK7","unclassified",1,1
"2143","ENSMUSG00000028969","Cdk5","CDK5","cytosol",1,1
"2144","ENSMUSG00000028970","Abcb1b","ABCB1","recycling_endosome",1,1
"2145","ENSMUSG00000028973","Abcb8","ABCB8","mitochondrion",1,1
"2146","ENSMUSG00000028975","Pex14","PEX14","peroxisome",1,1
"2147","ENSMUSG00000028980","H6pd","H6PD","ER",1,2
"2148","ENSMUSG00000028991","Mtor","MTOR","lysosome",1,1
"2149","ENSMUSG00000028999","Rint1","RINT1","ER",1,1
"2150","ENSMUSG00000029012","Orc5","ORC5","nucleus",1,1
"2151","ENSMUSG00000029014","Dnajc2","DNAJC2","stress_granule",1,1
"2152","ENSMUSG00000029017","Pmpcb","PMPCB","mitochondrion",1,1
"2153","ENSMUSG00000029020","Mfn2","MFN2","mitochondrion",1,1
"2154","ENSMUSG00000029028","Lrrc47","LRRC47","stress_granule",1,2
"2155","ENSMUSG00000029034","Ints11","INTS11","nucleus",1,1
"2156","ENSMUSG00000029038","Ssu72","SSU72","unclassified",1,1
"2157","ENSMUSG00000029048","Rer1","RER1","ERGIC",1,1
"2158","ENSMUSG00000029056","Pank4","PANK4","cytosol",1,1
"2159","ENSMUSG00000029062","Cdk11b","CDK11A","cytosol",1,1
"2160","ENSMUSG00000029062","Cdk11b","CDK11B","nucleus",1,1
"2161","ENSMUSG00000029063","Nadk","NADK","14-3-3_scaffold",1,1
"2162","ENSMUSG00000029064","Gnb1","GNB1","plasma_membrane",1,1
"2163","ENSMUSG00000029066","Mrpl20","MRPL20","mitochondrion",1,1
"2164","ENSMUSG00000029076","Sdf4","SDF4","Golgi",1,1
"2165","ENSMUSG00000029098","Acox3","ACOX3","peroxisome",1,1
"2166","ENSMUSG00000029103","Lrpap1","LRPAP1","ER",1,1
"2167","ENSMUSG00000029104","Htt","HTT","early_endosome",1,2
"2168","ENSMUSG00000029106","Add1","ADD1","actin_cytoskeleton",1,2
"2169","ENSMUSG00000029111","Nelfa","NELFA","stress_granule",1,1
"2170","ENSMUSG00000029119","Man2b2","MAN2B2","lysosome",1,1
"2171","ENSMUSG00000029121","Crmp1","CRMP1","cytosol",1,1
"2172","ENSMUSG00000029125","Stx18","STX18","ER",1,1
"2173","ENSMUSG00000029131","Dnajb6","DNAJB6","unclassified",1,2
"2174","ENSMUSG00000029136","Rbks","RBKS","cytosol",1,1
"2175","ENSMUSG00000029141","Slc4a1ap","SLC4A1AP","cytosol",1,1
"2176","ENSMUSG00000029145","Eif2b4","EIF2B4","cytosol",1,1
"2177","ENSMUSG00000029145","Eif2b4","EIF2B4","unclassified",1,1
"2178","ENSMUSG00000029146","Snx17","SNX17","early_endosome",1,1
"2179","ENSMUSG00000029147","Ppm1g","PPM1G","cytosol",1,1
"2180","ENSMUSG00000029148","Nrbp1","NRBP1","cytosol",1,2
"2181","ENSMUSG00000029152","Ociad1","OCIAD1","mitochondrion",1,2
"2182","ENSMUSG00000029166","Mapre3","MAPRE3","unclassified",1,1
"2183","ENSMUSG00000029169","Dhx15","DHX15","nucleus",1,1
"2184","ENSMUSG00000029171","Pgm2","PGM2","cytosol",1,1
"2185","ENSMUSG00000029174","Tbc1d1","TBC1D1","14-3-3_scaffold",1,1
"2186","ENSMUSG00000029175","Slc35f6","SLC35F6","lysosome",1,1
"2187","ENSMUSG00000029176","Anapc4","ANAPC4","nucleus",1,1
"2188","ENSMUSG00000029186","Pi4k2b","PI4K2B","trans-Golgi",1,1
"2189","ENSMUSG00000029191","Rfc1","RFC1","nucleus",1,1
"2190","ENSMUSG00000029198","Grpel1","GRPEL1","mitochondrion",1,1
"2191","ENSMUSG00000029201","Ugdh","UGDH","cytosol",1,1
"2192","ENSMUSG00000029202","Pds5a","PDS5A","nucleus",1,1
"2193","ENSMUSG00000029203","Ube2k","UBE2K","cytosol",1,1
"2194","ENSMUSG00000029207","Apbb2","APBB2","recycling_endosome",1,2
"2195","ENSMUSG00000029234","Tmem165","TMEM165","Golgi",1,1
"2196","ENSMUSG00000029246","Ppat","PPAT","cytosol",1,1
"2197","ENSMUSG00000029247","Paics","PAICS","cytosol",1,1
"2198","ENSMUSG00000029250","Polr2b","POLR2B","nucleus",1,1
"2199","ENSMUSG00000029263","Pigg","PIGG","ERGIC",1,1
"2200","ENSMUSG00000029265","Dr1","DR1","unclassified",1,1
"2201","ENSMUSG00000029276","Glmn","GLMN","cytosol",1,1
"2202","ENSMUSG00000029290","Zfp326","ZNF326","nucleus",1,1
"2203","ENSMUSG00000029291","Rufy3","RUFY3","cytosol",1,2
"2204","ENSMUSG00000029310","Nudt9","NUDT9","mitochondrion",1,1
"2205","ENSMUSG00000029311","Hsd17b11","HSD17B11","ER",1,1
"2206","ENSMUSG00000029326","Enoph1","ENOPH1","cytosol",1,1
"2207","ENSMUSG00000029328","Hnrnpdl","HNRNPDL","nucleus",1,4
"2208","ENSMUSG00000029345","Tfip11","TFIP11","nucleus",1,1
"2209","ENSMUSG00000029363","Rfc5","RFC5","nucleus",1,1
"2210","ENSMUSG00000029366","Dck","DCK","cytosol",1,1
"2211","ENSMUSG00000029387","Gtf2h3","GTF2H3","nucleus",1,1
"2212","ENSMUSG00000029388","Eif2b1","EIF2B1","unclassified",1,1
"2213","ENSMUSG00000029389","Ddx55","DDX55","nucleolus",1,1
"2214","ENSMUSG00000029390","Tmed2","TMED2","ERGIC",1,1
"2215","ENSMUSG00000029404","Arl6ip4","ARL6IP4","unclassified",1,1
"2216","ENSMUSG00000029405","G3bp2","G3BP2","stress_granule",1,1
"2217","ENSMUSG00000029407","Uso1","USO1","Golgi",1,1
"2218","ENSMUSG00000029414","Kntc1","KNTC1","cytosol",1,1
"2219","ENSMUSG00000029415","Sdad1","SDAD1","unclassified",1,1
"2220","ENSMUSG00000029416","Slc15a4","SLC15A4","lysosome",1,1
"2221","ENSMUSG00000029422","Rsrc2","RSRC2","nucleus",1,1
"2222","ENSMUSG00000029426","Scarb2","SCARB2","lysosome",1,1
"2223","ENSMUSG00000029427","Zcchc8","ZCCHC8","nucleus",1,1
"2224","ENSMUSG00000029430","Ran","RAN","cytosol",1,1
"2225","ENSMUSG00000029433","Diablo","DIABLO","mitochondrion",1,1
"2226","ENSMUSG00000029434","Vps33a","VPS33A","lysosome",1,1
"2227","ENSMUSG00000029439","Sfswap","SFSWAP","nucleus",1,1
"2228","ENSMUSG00000029440","Psmd9","PSMD9","cytosol",1,1
"2229","ENSMUSG00000029446","Psph","PSPH","cytosol",1,1
"2230","ENSMUSG00000029447","Cct6a","CCT6A","actin_cytoskeleton",1,1
"2231","ENSMUSG00000029455","Aldh2","ALDH2","mitochondrion",1,1
"2232","ENSMUSG00000029458","Brap","BRAP","unclassified",1,1
"2233","ENSMUSG00000029461","Fam168a","FAM168A","unclassified",1,1
"2234","ENSMUSG00000029462","Vps29","VPS29","early_endosome",1,1
"2235","ENSMUSG00000029464","Gpn3","GPN3","cytosol",1,1
"2236","ENSMUSG00000029465","Arpc3","ARPC3","actin_cytoskeleton",1,1
"2237","ENSMUSG00000029467","Atp2a2","ATP2A2","ER",1,1
"2238","ENSMUSG00000029471","Camkk2","CAMKK2","cytosol",1,1
"2239","ENSMUSG00000029472","Anapc5","ANAPC5","cytosol",1,1
"2240","ENSMUSG00000029478","Ncor2","NCOR2","nucleus",1,1
"2241","ENSMUSG00000029480","Dhx37","DHX37","nucleolus",1,1
"2242","ENSMUSG00000029482","Aacs","AACS","cytosol",1,1
"2243","ENSMUSG00000029484","Anxa3","ANXA3","cytosol",1,1
"2244","ENSMUSG00000029500","Pgam5","PGAM5","mitochondrion",1,1
"2245","ENSMUSG00000029501","Ankle2","ANKLE2","ER",1,1
"2246","ENSMUSG00000029502","Golga3","GOLGA3","Golgi",1,1
"2247","ENSMUSG00000029504","Ddx51","DDX51","nucleolus",1,1
"2248","ENSMUSG00000029505","Ep400","EP400","nucleus",1,1
"2249","ENSMUSG00000029507","Pus1","PUS1","mitochondrion",1,1
"2250","ENSMUSG00000029512","Ulk1","ULK1","cytosol",1,1
"2251","ENSMUSG00000029513","Prkab1","PRKAB1","cytosol",1,1
"2252","ENSMUSG00000029516","Cit","CIT","plasma_membrane",1,2
"2253","ENSMUSG00000029518","Rab35","RAB35","plasma_membrane",1,1
"2254","ENSMUSG00000029521","Chek2","CHEK2","cytosol",1,1
"2255","ENSMUSG00000029528","Pxn","PXN","cytosol",1,2
"2256","ENSMUSG00000029538","Srsf9","SRSF9","nucleus",1,1
"2257","ENSMUSG00000029545","Acads","ACADS","mitochondrion",1,1
"2258","ENSMUSG00000029547","Ints1","INTS1","nucleus",1,1
"2259","ENSMUSG00000029552","Tes","TES","cytosol",1,2
"2260","ENSMUSG00000029554","Mad1l1","MAD1L1","unclassified",1,1
"2261","ENSMUSG00000029560","Snx8","SNX8","trans-Golgi",1,1
"2262","ENSMUSG00000029569","Tmem168","TMEM168","Golgi",1,1
"2263","ENSMUSG00000029578","Wipi2","WIPI2","cytosol",1,1
"2264","ENSMUSG00000029581","Fscn1","FSCN1","cytosol",1,1
"2265","ENSMUSG00000029592","Usp30","USP30","mitochondrion",1,1
"2266","ENSMUSG00000029594","Rbm19","RBM19","nucleolus",1,1
"2267","ENSMUSG00000029598","Plbd2","PLBD2","lysosome",1,1
"2268","ENSMUSG00000029599","Ddx54","DDX54","nucleolus",1,1
"2269","ENSMUSG00000029610","Aimp2","AIMP2","ER",1,1
"2270","ENSMUSG00000029614","Rpl6","RPL6","translation",1,1
"2271","ENSMUSG00000029616","Erp29","ERP29","ER",1,1
"2272","ENSMUSG00000029617","Ccz1","CCZ1B","lysosome",1,1
"2273","ENSMUSG00000029622","Arpc1b","ARPC1B","actin_cytoskeleton",1,4
"2274","ENSMUSG00000029623","Pdap1","PDAP1","translation",1,1
"2275","ENSMUSG00000029625","Cpsf4","CPSF4","unclassified",1,1
"2276","ENSMUSG00000029629","Phf14","PHF14","nucleus",1,1
"2277","ENSMUSG00000029632","Ndufa4","NDUFA4","mitochondrion",1,1
"2278","ENSMUSG00000029635","Cdk8","CDK8","nucleus",1,1
"2279","ENSMUSG00000029642","Polr1d","POLR1D","nucleus",1,2
"2280","ENSMUSG00000029647","Pan3","PAN3","stress_granule",1,1
"2281","ENSMUSG00000029655","N4bp2l2","N4BP2L2","nucleus",1,1
"2282","ENSMUSG00000029657","Hsph1","HSPH1","cytosol",1,2
"2283","ENSMUSG00000029672","Fam3c","FAM3C","Golgi",1,2
"2284","ENSMUSG00000029674","Limk1","LIMK1","cytosol",1,1
"2285","ENSMUSG00000029681","Bcl7b","BCL7B","nucleus",1,1
"2286","ENSMUSG00000029686","Cul1","CUL1","unclassified",1,1
"2287","ENSMUSG00000029687","Ezh2","EZH2","nucleolus",1,1
"2288","ENSMUSG00000029701","Rbm28","RBM28","nucleolus",1,1
"2289","ENSMUSG00000029705","Cux1","CUX1","Golgi",1,6
"2290","ENSMUSG00000029708","Gcc1","GCC1","Golgi",1,1
"2291","ENSMUSG00000029713","Gnb2","GNB2","plasma_membrane",1,2
"2292","ENSMUSG00000029714","Gigyf1","GIGYF1","lysosome",1,1
"2293","ENSMUSG00000029722","Agfg2","AGFG2","unclassified",1,1
"2294","ENSMUSG00000029726","Mepce","MEPCE","nucleolus",1,1
"2295","ENSMUSG00000029730","Mcm7","MCM7","nucleus",1,1
"2296","ENSMUSG00000029752","Asns","ASNS","cytosol",1,1
"2297","ENSMUSG00000029761","Cald1","CALD1","actin_cytoskeleton",1,2
"2298","ENSMUSG00000029763","Exoc4","EXOC4","actin_cytoskeleton",1,1
"2299","ENSMUSG00000029767","Calu","CALU","ER",1,4
"2300","ENSMUSG00000029772","Ahcyl2","AHCYL2","plasma_membrane",1,1
"2301","ENSMUSG00000029776","Hibadh","HIBADH","mitochondrion",1,1
"2302","ENSMUSG00000029782","Tmem209","TMEM209","ER",1,1
"2303","ENSMUSG00000029787","Avl9","AVL9","early_endosome",1,1
"2304","ENSMUSG00000029790","Cep41","CEP41","centrosome",1,1
"2305","ENSMUSG00000029814","Igf2bp3","IGF2BP3","stress_granule",1,1
"2306","ENSMUSG00000029817","Tra2a","TRA2A","nucleus",1,2
"2307","ENSMUSG00000029822","Osbpl3","OSBPL3","ER",1,1
"2308","ENSMUSG00000029823","Luc7l2","LUC7L2","nucleus",1,2
"2309","ENSMUSG00000029826","Zc3hav1","ZC3HAV1","translation",1,2
"2310","ENSMUSG00000029840","Mtpn","MTPN","actin_cytoskeleton",1,1
"2311","ENSMUSG00000029860","Zyx","ZYX","actin_cytoskeleton",1,1
"2312","ENSMUSG00000029910","Mad2l1","MAD2L1","cytosol",1,1
"2313","ENSMUSG00000029911","Ssbp1","SSBP1","mitochondrion",1,1
"2314","ENSMUSG00000029916","Agk","AGK","mitochondrion",1,1
"2315","ENSMUSG00000029920","Smarcad1","SMARCAD1","cytosol",1,1
"2316","ENSMUSG00000029922","Mkrn1","MKRN1","stress_granule",1,1
"2317","ENSMUSG00000029992","Gfpt1","GFPT1","cytosol",1,1
"2318","ENSMUSG00000029994","Anxa4","ANXA4","cytosol",1,1
"2319","ENSMUSG00000029998","Pcyox1","PCYOX1","ER",1,1
"2320","ENSMUSG00000030007","Cct7","CCT7","actin_cytoskeleton",1,1
"2321","ENSMUSG00000030036","Mogs","MOGS","ER",1,1
"2322","ENSMUSG00000030037","Mrpl53","MRPL53","mitochondrion",1,1
"2323","ENSMUSG00000030042","Pole4","POLE4","cytosol",1,1
"2324","ENSMUSG00000030045","Mrpl19","MRPL19","mitochondrion",1,1
"2325","ENSMUSG00000030055","Rab43","RAB43","trans-Golgi",1,1
"2326","ENSMUSG00000030056","Isy1","ISY1","nucleus",1,1
"2327","ENSMUSG00000030058","Copg1","COPG1","ERGIC",1,1
"2328","ENSMUSG00000030059","Tmf1","TMF1","Golgi",1,1
"2329","ENSMUSG00000030061","Uba3","UBA3","cytosol",1,1
"2330","ENSMUSG00000030062","Rpn1","RPN1","ER",1,1
"2331","ENSMUSG00000030067","Foxp1","FOXP1","nucleus",1,1
"2332","ENSMUSG00000030079","Ruvbl1","RUVBL1","cytosol",1,1
"2333","ENSMUSG00000030082","Sec61a1","SEC61A1","ER",1,1
"2334","ENSMUSG00000030084","Plxna1","PLXNA1","plasma_membrane",1,1
"2335","ENSMUSG00000030086","Chchd6","CHCHD6","mitochondrion",1,1
"2336","ENSMUSG00000030091","Nup210","NUP210","ER",1,1
"2337","ENSMUSG00000030095","Tmem43","TMEM43","ER",1,1
"2338","ENSMUSG00000030101","Sumf1","SUMF1","ER",1,1
"2339","ENSMUSG00000030102","Itpr1","ITPR1","ER",1,1
"2340","ENSMUSG00000030105","Arl8b","ARL8B","lysosome",1,1
"2341","ENSMUSG00000030127","Cops7a","COPS7A","cytosol",1,1
"2342","ENSMUSG00000030138","Bms1","BMS1","nucleolus",1,1
"2343","ENSMUSG00000030172","Erc1","ERC1","actin_cytoskeleton",1,1
"2344","ENSMUSG00000030180","Kdm5a","KDM5A","nucleus",1,1
"2345","ENSMUSG00000030188","Magohb","MAGOHB","nucleus",1,1
"2346","ENSMUSG00000030189","Ybx3","YBX3","stress_granule",1,2
"2347","ENSMUSG00000030204","Ddx47","DDX47","nucleus",1,1
"2348","ENSMUSG00000030207","Fam234b","FAM234B","early_endosome",1,1
"2349","ENSMUSG00000030224","Strap","STRAP","stress_granule",1,1
"2350","ENSMUSG00000030225","Dera","DERA","cytosol",1,1
"2351","ENSMUSG00000030243","Recql","RECQL","nucleus",1,1
"2352","ENSMUSG00000030245","Golt1b","GOLT1B","Golgi",1,1
"2353","ENSMUSG00000030246","Ldhb","LDHB","cytosol",1,1
"2354","ENSMUSG00000030254","Rad18","RAD18","nucleus",1,1
"2355","ENSMUSG00000030259","Rassf8","RASSF8","plasma_membrane",1,1
"2356","ENSMUSG00000030264","Thumpd3","THUMPD3","unclassified",1,1
"2357","ENSMUSG00000030265","Kras","KRAS","plasma_membrane",1,2
"2358","ENSMUSG00000030268","Bcat1","BCAT1","cytosol",1,1
"2359","ENSMUSG00000030272","Camk1","CAMK1","cytosol",1,1
"2360","ENSMUSG00000030275","Etnk1","ETNK1","ER",1,2
